DATE_RECEIVED,PRODUCT_NAME,SUB_PRODUCT,ISSUE,SUB_ISSUE,CONSUMER_COMPLAINT_NARRATIVE,COMPANY_PUBLIC_RESPONSE,COMPANY,STATE_NAME,ZIP_CODE,TAGS,CONSUMER_CONSENT_PROVIDED,SUBMITTED_VIA,DATE_SENT_TO_COMPANY,COMPANY_RESPONSE_TO_CONSUMER,TIMELY_RESPONSE,CONSUMER_DISPUTED,COMPLAINT_ID
2013-07-31,Mortgage,Conventional fixed mortgage,Application or originator or mortgage broker,,,,PNC Bank N.A.,GA,30035,,N/A,Web,09-09-2013,Closed with non-monetary relief,Yes,No,471203
2013-07-30,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,Navient Solutions or Inc.,NV,89122,,N/A,Web,31-07-2013,Closed with explanation,Yes,No,470314
2013-07-30,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,HSBC North America Holdings Inc.,GA,31904,,N/A,Referral,31-07-2013,Closed with explanation,Yes,No,470596
2013-07-30,Bank account or service,Savings account,Deposits and withdrawals,,,,Wells Fargo & Company,NJ,8618,,N/A,Phone,31-07-2013,Closed with explanation,Yes,No,470332
2013-07-31,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,,,Resurgent Capital Services L.P.,TX,79403,Servicemember,N/A,Phone,06-08-2013,Closed with explanation,Yes,No,480992
2013-07-31,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,JPMorgan Chase & Co.,NM,87110,Servicemember,N/A,Postal mail,05-08-2013,Closed with explanation,Yes,No,479863
2013-07-31,Mortgage,Conventional adjustable mortgage (ARM),Loan servicing or payments or escrow account,,,,Ditech Financial LLC,VA,22203,Older American,N/A,Fax,02-08-2013,Closed with explanation,Yes,No,471270
2013-07-31,Credit card,,Other,,,,Amex,CA,95129,,N/A,Postal mail,05-08-2013,Closed with explanation,Yes,Yes,471273
2013-07-30,Bank account or service,Checking account,Problems caused by my funds being low,,,,Navy FCU,CA,92065,,N/A,Referral,31-07-2013,Closed with monetary relief,Yes,No,479508
2013-07-31,Mortgage,FHA mortgage,Loan modification orcollection orforeclosure,,,,Bank of America,MO,65202,,N/A,Web,02-08-2013,Closed with explanation,Yes,Yes,471300
2013-07-31,Bank account or service,Checking account,Account opening or closing or or management,,,,Regions Financial Corporation,TN,38134,,N/A,Referral,02-08-2013,Closed with monetary relief,Yes,No,471598
2013-07-29,Mortgage,Other mortgage,Loan servicing or payments or escrow account,,,,SunTrust Banks or Inc.,FL,32505,,N/A,Referral,02-08-2013,Closed,Yes,No,469811
2013-07-29,Bank account or service,(CD) Certificate of deposit,Account opening or closing or or management,,,,Wells Fargo & Company,TX,77381,,N/A,Postal mail,30-07-2013,Closed with explanation,Yes,No,469309
2013-07-29,Mortgage,Other mortgage,Loan servicing or payments or escrow account,,,,Bank of America,CA,91701,,N/A,Web,01-08-2013,Closed with explanation,Yes,No,469394
2013-07-29,Mortgage,Conventional fixed mortgage,Loan servicing or payments or escrow account,,,,Ditech Financial LLC,TN,37218,,N/A,Web,30-07-2013,Closed with explanation,Yes,No,469411
2013-07-29,Bank account or service,Checking account,Account opening or closing or or management,,,,First Tennessee Bank,TN,37806,Servicemember,N/A,Phone,30-07-2013,Closed with explanation,Yes,Yes,469447
2013-07-29,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,CIT Bank National Association,CA,95363,,N/A,Phone,31-07-2013,Closed,Yes,No,469499
2013-07-29,Mortgage,Conventional fixed mortgage,Loan servicing or payments or escrow account,,,,Ocwen,VA,24112,Older American,N/A,Web,30-07-2013,Closed with explanation,Yes,No,469525
2013-07-29,Bank account or service,Checking account,Deposits and withdrawals,,,,TD Bank US Holding Company,NJ,7656,,N/A,Postal mail,31-07-2013,Closed with monetary relief,Yes,No,480463
2013-07-29,Mortgage,Home equity loan or line of credit,Loan modification orcollection orforeclosure,,,,JPMorgan Chase & Co.,AZ,85138,,N/A,Referral,30-07-2013,Closed with explanation,Yes,Yes,467092
2013-07-31,Credit card,,Billing statement,,,,JPMorgan Chase & Co.,DE,19809,,N/A,Web,30-07-2013,Closed with monetary relief,Yes,No,479338
2013-07-31,Mortgage,Conventional fixed mortgage,Loan modification orcollection orforeclosure,,,,Bank of America,NY,14212,,N/A,Web,31-07-2013,Closed with explanation,Yes,Yes,493136
2013-07-31,Mortgage,Conventional adjustable mortgage (ARM),Loan modification orcollection orforeclosure,,,,Nationstar Mortgage,CA,95037,,N/A,Web,31-07-2013,Closed with explanation,Yes,Yes,454695
2013-07-31,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,The Moore Law Group,CA,91711,,N/A,Web,30-07-2013,Closed with explanation,Yes,No,470913
2013-07-31,Credit reporting,,Incorrect information on credit report,Account status,,,TransUnion Intermediate Holdings or Inc.,DE,19668,,N/A,Postal mail,26-08-2013,Closed with explanation,Yes,No,501508
2013-07-30,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,TransUnion Intermediate Holdings or Inc.,OH,43701,,N/A,Web,30-07-2013,Closed with explanation,Yes,Yes,479487
2013-07-30,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,Nationstar Mortgage,NC,28457,,N/A,Referral,31-07-2013,Closed with explanation,Yes,No,470012
2013-07-31,Mortgage,Other mortgage,Application or originator or mortgage broker,,,,U.S. Bancorp,WI,53130,,N/A,Referral,05-08-2013,Closed with explanation,Yes,No,470985
2013-07-30,Mortgage,Other mortgage,Loan servicing or payments or escrow account,,,,Bank of America,TX,78239,,N/A,Fax,31-07-2013,Closed with explanation,Yes,Yes,475278
2013-07-31,Credit card,,Transaction issue,,,,Discover,OR,97086,,N/A,Referral,02-08-2013,Closed with non-monetary relief,Yes,No,471053
2013-07-31,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,Nationstar Mortgage,GA,30121,,N/A,Referral,19-09-2013,Closed with explanation,Yes,No,535169
2013-07-30,Mortgage,Conventional adjustable mortgage (ARM),Loan servicing or payments or escrow account,,,,Ocwen,VA,20878,,N/A,Web,31-07-2013,Closed with explanation,Yes,No,474284
2013-07-31,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,MI,48439,,N/A,Postal mail,26-08-2013,Closed with explanation,Yes,No,471000
2013-07-31,Credit card,,Balance transfer fee,,,,Discover,CA,91356,,N/A,Web,31-07-2013,Closed with non-monetary relief,Yes,No,470488
2013-07-30,Mortgage,Conventional fixed mortgage,Loan servicing or payments or escrow account,,,,Bank of America,GA,30121,,N/A,Web,31-07-2013,Closed with non-monetary relief,Yes,Yes,471164
2013-07-31,Credit card,,Billing disputes,,,,Bank of America,MT,59446,,N/A,Phone,02-08-2013,Closed with monetary relief,Yes,No,471048
2013-07-30,Mortgage,Other mortgage,Other,,,,Ditech Financial LLC,NH,3431,,N/A,Referral,02-08-2013,Closed with explanation,Yes,No,469980
2013-07-31,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Afni or Inc.,NY,14623,,N/A,Postal mail,31-07-2013,Closed with explanation,Yes,Yes,461803
2013-07-30,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,BMW Financial Services,IL,60601,,N/A,Web,31-07-2013,Closed with explanation,Yes,No,469979
2013-07-31,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Southwest Credit Systems or L.P.,NY,14623,,N/A,Postal mail,31-07-2013,Closed,Yes,,461804
2013-07-30,Credit card,,Closing/Cancelling account,,,,Wells Fargo & Company,CO,80520,,N/A,Postal mail,31-07-2013,Closed,Yes,No,470022
2013-07-31,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,Credit Acceptance Corporation,AL,35124,,N/A,Web,05-08-2013,Closed with explanation,Yes,No,476099
2013-07-30,Bank account or service,Checking account,Deposits and withdrawals,,,,TD Bank US Holding Company,NJ,7869,,N/A,Phone,31-07-2013,Closed with explanation,Yes,No,463412
2013-07-31,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,PNC Bank N.A.,MD,20667,,N/A,Web,05-08-2013,Closed with explanation,Yes,Yes,471100
2013-07-30,Mortgage,Other mortgage,Loan servicing or payments or escrow account,,,,Carrington Mortgage Holdings or LLC.,CA,90808,,N/A,Postal mail,31-07-2013,Closed with non-monetary relief,Yes,No,468579
2013-07-31,Credit card,,Billing disputes,,,,Citibank,PA,19002,,N/A,Postal mail,02-08-2013,Closed with monetary relief,Yes,No,471130
2013-07-31,Bank account or service,Savings account,Account opening or closing or or management,,,,BB&T Financial,FL,33060,,N/A,Referral,02-08-2013,Closed with monetary relief,Yes,No,471336
2013-07-31,Mortgage,Conventional fixed mortgage,Loan modification orcollection orforeclosure,,,,Bayview Loan Servicing or LLC,GA,30566,,N/A,Web,01-08-2013,Closed with explanation,Yes,Yes,471143
2013-07-31,Bank account or service,Checking account,Deposits and withdrawals,,,,U.S. Bancorp,TX,75025,,N/A,Web,02-08-2013,Closed with explanation,Yes,No,471152
2013-07-30,Credit reporting,,Incorrect information on credit report,Account status,,,TransUnion Intermediate Holdings or Inc.,FL,32404,Servicemember,N/A,Postal mail,12-08-2013,Closed with explanation,Yes,No,475642
2013-07-31,Debt collection,I do not know,Improper contact or sharing of info,Contacted me after I asked not to,,,Platinum Holdings Group or LLC,CA,92504,,N/A,Web,16-08-2013,Closed with explanation,Yes,Yes,480974
2013-07-31,Credit card,,Payoff process,,,,Citibank,ME,4005,,N/A,Phone,02-08-2013,Closed with explanation,Yes,No,471163
2013-07-30,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,Bank of America,MD,21843,Older American,N/A,Postal mail,31-07-2013,Closed with explanation,Yes,No,470150
2013-07-30,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,,,Bank of America,NV,89014,Older American,N/A,Phone,01-08-2013,Closed with explanation,Yes,No,469081
2013-07-30,Credit card,,Billing disputes,,,,Amex,NJ,7506,,N/A,Referral,31-07-2013,Closed with explanation,Yes,No,470373
2013-07-31,Mortgage,Other mortgage,Settlement process and costs,,,,Embrace Home Loans Inc,NC,27407,,N/A,Referral,02-08-2013,Closed with explanation,No,,471177
2013-07-31,Bank account or service,Checking account,Account opening or closing or or management,,,,Regions Financial Corporation,,,,N/A,Referral,02-08-2013,Closed,Yes,Yes,471182
2013-07-31,Credit reporting,,Incorrect information on credit report,Account terms,,,TransUnion Intermediate Holdings or Inc.,CO,80917,,N/A,Web,31-07-2013,Closed with non-monetary relief,Yes,No,484759
2013-07-30,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Experian,TX,76107,,N/A,Web,06-08-2013,Closed with non-monetary relief,Yes,No,470195
2013-07-30,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,MN,55390,,N/A,Postal mail,12-08-2013,Closed with explanation,Yes,No,469777
2013-07-30,Mortgage,Conventional fixed mortgage,Loan servicing or payments or escrow account,,,,Bank of America,OK,73053,Older American,N/A,Web,30-07-2013,Closed with explanation,Yes,No,468212
2013-07-31,Credit card,,Billing disputes,,,,JPMorgan Chase & Co.,MO,65203,,N/A,Web,02-08-2013,Closed with monetary relief,Yes,Yes,471067
2013-07-31,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,GA,31024,,N/A,Web,31-07-2013,Closed with explanation,Yes,No,471132
2013-07-30,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,Synchrony Financial,KS,66062,,N/A,Postal mail,01-08-2013,Closed with explanation,Yes,No,470089
2013-07-31,Credit card,,Billing disputes,,,,Discover,HI,96813,,N/A,Referral,02-08-2013,Closed with explanation,Yes,Yes,471171
2013-07-31,Credit card,,Late fee,,,,JPMorgan Chase & Co.,IL,60201,,N/A,Web,31-07-2013,Closed with monetary relief,Yes,No,471204
2013-07-30,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,TransUnion Intermediate Holdings or Inc.,OR,97209,Older American,N/A,Web,30-07-2013,Closed with explanation,Yes,No,470210
2013-07-31,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,Bank of America,NY,11234,,N/A,Referral,02-08-2013,Closed with explanation,Yes,No,471365
2013-07-30,Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,,,Navient Solutions or Inc.,WA,98444,,N/A,Phone,31-07-2013,Closed with explanation,Yes,No,470288
2013-07-31,Bank account or service,Checking account,Making/receiving payments or sending money,,,,BBVA Compass,AZ,85143,,N/A,Web,05-08-2013,Closed with explanation,Yes,Yes,471220
2013-07-31,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,Nationstar Mortgage,FL,32746,,N/A,Web,02-08-2013,Closed with explanation,Yes,No,471226
2013-07-31,Credit card,,Credit card protection / Debt protection,,,,Capital One,ID,83639,,N/A,Web,31-07-2013,Closed with explanation,Yes,No,487050
2013-07-31,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,WA,98391,,N/A,Web,31-07-2013,Closed with non-monetary relief,Yes,No,471227
2013-07-30,Credit card,,Advertising and marketing,,,,First National Bank of Omaha,VT,5069,,N/A,Web,02-08-2013,Closed with explanation,Yes,No,470330
2013-07-30,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,Wells Fargo & Company,MD,20880,,N/A,Referral,31-07-2013,Closed with explanation,Yes,No,470650
2013-07-30,Mortgage,Conventional adjustable mortgage (ARM),Loan servicing or payments or escrow account,,,,Bank of America,NV,89135,,N/A,Web,30-07-2013,Closed with explanation,Yes,Yes,468438
2013-07-30,Credit card,,Identity theft / Fraud / Embezzlement,,,,Capital One,RI,2861,,N/A,Web,30-07-2013,Closed with monetary relief,Yes,No,470337
2013-07-30,Credit card,,Application processing delay,,,,JPMorgan Chase & Co.,PR,984,,N/A,Web,02-08-2013,Closed with explanation,Yes,No,470345
2013-07-31,Mortgage,Conventional fixed mortgage,Loan modification orcollection orforeclosure,,,,Wells Fargo & Company,MD,20601,,N/A,Phone,02-08-2013,Closed with explanation,Yes,Yes,479616
2013-07-31,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,TransUnion Intermediate Holdings or Inc.,GA,30043,,N/A,Web,31-07-2013,Closed with explanation,Yes,No,484765
2013-07-30,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Santander Consumer USA Holdings Inc,NY,10038,,N/A,Web,31-07-2013,Closed with explanation,Yes,Yes,464806
2013-07-30,Mortgage,Conventional fixed mortgage,Loan modification orcollection orforeclosure,,,,Select Portfolio Servicing or Inc,CA,92881,,N/A,Web,31-07-2013,Closed with explanation,Yes,No,476056
2013-07-30,Bank account or service,Checking account,Deposits and withdrawals,,,,TCF National Bank,IL,60620,Older American,N/A,Referral,07-08-2013,Closed with monetary relief,Yes,No,470392
2013-07-30,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,Wells Fargo & Company,NY,12859,,N/A,Referral,06-08-2013,Closed with explanation,Yes,No,470705
2013-07-30,Credit card,,Payoff process,,,,Citibank,MA,2132,,N/A,Web,30-07-2013,Closed with explanation,Yes,Yes,470452
2013-07-31,Mortgage,FHA mortgage,Credit decision / Underwriting,,,,SunTrust Banks or Inc.,GA,30312,,N/A,Referral,02-08-2013,Closed with explanation,Yes,No,471552
2013-07-30,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,Bank of America,MI,49423,,N/A,Web,30-07-2013,Closed with non-monetary relief,Yes,No,470466
2013-07-30,Consumer Loan,Installment loan,Problems when you are unable to pay,,,,Ditech Financial LLC,GA,31805,,N/A,Phone,31-07-2013,Closed with explanation,Yes,No,470471
2013-07-30,Credit card,,Billing disputes,,,,Fifth Third Financial Corporation,MI,48429,,N/A,Referral,31-07-2013,Closed with monetary relief,Yes,No,470659
2013-07-31,Credit reporting,,Incorrect information on credit report,Account terms,,,TransUnion Intermediate Holdings or Inc.,MD,21403,,N/A,Web,31-07-2013,Closed with explanation,Yes,No,471275
2013-07-30,Bank account or service,Checking account,Account opening or closing or or management,,,,U.S. Bancorp,NV,89423,,N/A,Referral,31-07-2013,Closed with explanation,Yes,Yes,470633
2013-07-31,Mortgage,Other mortgage,Other,,,,HSBC North America Holdings Inc.,IL,60409,,N/A,Postal mail,05-08-2013,Closed with explanation,Yes,No,471307
2013-07-31,Debt collection,Mortgage,Improper contact or sharing of info,Contacted me after I asked not to,,,JPMorgan Chase & Co.,GA,30296,,N/A,Phone,06-08-2013,Closed with explanation,Yes,No,482190
2013-07-31,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,Seterus or Inc.,FL,33146,,N/A,Referral,02-08-2013,Closed with explanation,Yes,No,461072
2013-07-31,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,JPMorgan Chase & Co.,GA,30349,,N/A,Referral,02-08-2013,Closed with explanation,Yes,No,475640
2013-07-30,Debt collection,Other (i.e. phone or health club or etc.),Communication tactics,Threatened to take legal action,,,U.S. Bancorp,OR,97124,,N/A,Web,30-07-2013,Closed with explanation,Yes,No,470385
2013-07-31,Mortgage,Other mortgage,Application or originator or mortgage broker,,,,UMB Bank,KS,66002,,N/A,Referral,02-08-2013,Closed with explanation,Yes,No,471544
2013-07-30,Mortgage,FHA mortgage,Application or originator or mortgage broker,,,,JPMorgan Chase & Co.,NY,11694,,N/A,Web,31-07-2013,Closed with monetary relief,Yes,No,470535
2013-07-30,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Synchrony Financial,CA,92677,,N/A,Referral,31-07-2013,Closed with explanation,Yes,Yes,479330
2013-07-31,Credit reporting,,Incorrect information on credit report,Personal information,,,Experian,PA,18346,,N/A,Web,31-07-2013,Closed with non-monetary relief,Yes,No,481029
2013-07-31,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,,,Capio Partners or LLC,CA,91307,Older American or Servicemember,N/A,Web,06-08-2013,Closed with non-monetary relief,Yes,Yes,482422
2013-07-30,Mortgage,Conventional fixed mortgage,Loan modification orcollection orforeclosure,,,,HSBC North America Holdings Inc.,TX,79339,Older American,N/A,Web,31-07-2013,Closed with explanation,Yes,No,470618
